NUTS2,forest residues,industry wood residues,landscape care,manureslurry,municipal solid waste,not included,sewage sludge,straw
TR,0,0,0,0,0,0,976388.8888888889,0
TR10,0,0,0,0,0,0,0,738.8888888888888
TR21,8252.777777777777,0,0,0,0,0,0,63533.33333333333
TR22,0,0,0,0,0,166666.66666666666,0,141525.0
TR31,0,0,0,0,0,27777.777777777777,0,152130.55555555556
TR32,0,0,0,0,0,83333.33333333333,0,381805.5555555555
TR33,0,0,0,0,0,1222222.222222222,0,241636.1111111111
TR41,0,0,0,0,0,1499999.9999999998,0,76933.33333333333
TR42,0,0,0,0,0,583333.3333333333,0,32136.11111111111
TR51,0,0,0,0,0,3583333.333333333,0,33663.88888888889
TR52,0,0,0,0,0,16527777.777777776,0,96699.99999999999
TR61,0,0,0,0,0,749999.9999999999,0,37258.333333333336
TR62,0,0,0,0,0,250000.0,0,100902.77777777778
TR63,0,0,0,0,0,222222.22222222222,0,122888.88888888888
TR71,0,0,0,0,0,5916666.666666666,0,91172.22222222222
TR72,0,0,0,0,0,6500000.0,0,64813.88888888889
TR81,0,0,0,0,0,277777.77777777775,0,486.1111111111111
TR82,0,0,0,0,0,1138888.8888888888,0,2102.777777777778
TR83,0,0,0,0,0,0,0,63722.222222222226
TR90,0,0,0,0,0,0,0,1650.0
TRA1,0,0,0,0,0,0,0,32750.0
TRA2,0,0,0,0,0,0,0,31238.888888888887
TRB1,0,0,0,0,0,0,0,31075.0
TRB2,0,0,0,0,0,0,0,33327.77777777778
TRC1,0,0,0,0,0,0,0,100433.33333333333
TRC2,0,0,0,0,0,0,0,98205.55555555555
TRC3,0,0,0,0,0,0,0,33008.33333333333
UA,3111111.1111111105,0,0,0,0,34513294.44444444,0,0
UA09,17102761.111111112,0,0,0,0,0,0,0
UK,0,0,0,0,4134244.444444444,0,27777.777777777777,0
UKC1,87855.55555555555,27777.777777777777,29802.777777777774,111111.11111111111,0,482152.7777777777,0,84416.66666666666
UKC2,225205.55555555556,55555.555555555555,71483.33333333333,222222.22222222222,0,1017266.6666666666,0,196916.66666666666
UKD1,219477.77777777775,27777.777777777777,70363.88888888888,361111.1111111111,0,927300.0,0,12813.888888888887
UKD3,9952.777777777777,0,3252.7777777777774,27777.777777777777,0,42769.444444444445,0,1805.5555555555554
UKD4,15511.11111111111,0,5936.11111111111,166666.66666666666,0,229300.0,0,23974.999999999996
UKD6,8808.333333333334,0,3455.555555555555,138888.88888888888,0,259002.77777777778,0,37752.77777777777
UKD7,2433.333333333333,0,752.7777777777777,0,0,30688.888888888887,0,24694.44444444444
UKE1,12316.666666666664,0,4486.111111111111,499999.99999999994,0,1669202.7777777773,0,348486.1111111111
UKE2,97858.33333333333,27777.777777777777,32947.22222222222,1166666.6666666665,0,2072677.7777777778,0,809838.8888888889
UKE3,17622.22222222222,0,6902.777777777777,138888.88888888888,0,546725.0,0,166088.88888888888
UKE4,16777.777777777777,0,6755.555555555556,166666.66666666666,0,252183.33333333328,0,118144.44444444445
UKF1,46808.33333333333,0,15291.666666666666,944444.4444444444,0,1945588.888888889,0,510430.55555555545
UKF2,22749.999999999996,0,8244.444444444443,1111111.111111111,0,1396436.1111111112,0,557625.0
UKF3,35655.555555555555,0,12219.444444444443,1472222.222222222,0,6279166.666666666,0,697797.2222222221
UKG1,37094.44444444444,0,13419.444444444443,694444.4444444444,0,1425341.6666666665,0,380991.6666666667
UKG2,70999.99999999999,27777.777777777777,24608.333333333332,749999.9999999999,0,1628772.2222222222,0,405530.55555555556
UKG3,12850.0,0,4586.11111111111,27777.777777777777,0,48280.55555555555,0,5713.888888888889
UKH1,122647.2222222222,27777.777777777777,42750.0,444444.4444444444,0,20789680.555555556,0,2590724.9999999995
UKH2,33077.777777777774,0,11613.888888888889,83333.33333333333,0,921255.5555555554,0,505413.8888888889
UKH3,27586.111111111106,0,15555.555555555555,111111.11111111111,0,1721922.222222222,0,732916.6666666666
UKI1,12744.444444444442,0,0,0,0,32366.666666666668,0,0
UKI2,0,0,0,0,0,6211.111111111111,0,0
UKJ1,76538.88888888889,27777.777777777777,29272.22222222222,250000.0,0,1407305.5555555555,0,634258.3333333333
UKJ2,157758.33333333334,27777.777777777777,51055.55555555555,166666.66666666666,0,1088027.7777777778,0,466749.9999999999
UKJ3,98463.88888888888,27777.777777777777,33580.555555555555,111111.11111111111,0,916088.8888888889,0,386650.0
UKJ4,50749.99999999999,0,16605.555555555555,166666.66666666666,0,824144.4444444444,0,363400.0
UKK1,136319.44444444444,27777.777777777777,48986.11111111111,1055555.5555555555,0,1628580.5555555555,0,187283.33333333334
UKK2,97961.1111111111,27777.777777777777,34877.777777777774,888888.8888888888,0,1133283.333333333,0,120388.88888888888
UKK3,60611.11111111111,0,17347.22222222222,499999.99999999994,0,553716.6666666665,0,68486.11111111111
UKK4,98891.66666666666,27777.777777777777,36738.88888888888,916666.6666666665,0,1067536.111111111,0,135286.11111111112
UKL1,399744.4444444444,111111.11111111111,129222.2222222222,916666.6666666665,0,1664986.1111111108,0,17494.444444444445
UKL2,224102.77777777775,27777.777777777777,63799.99999999999,555555.5555555555,0,962894.4444444444,0,14013.888888888887
UKM2,713291.6666666665,194444.44444444444,255147.2222222222,888888.8888888888,0,3164572.222222222,0,0
UKM3,603613.8888888888,138888.88888888888,197463.88888888888,555555.5555555555,0,1917030.5555555553,0,0
UKM5,237827.77777777775,83333.33333333333,84347.2222222222,305555.55555555556,0,1120127.7777777778,0,0
UKM6,1593430.5555555555,444444.44444444444,566672.2222222222,1583333.333333333,0,5410819.444444445,0,0
UKN0,173538.88888888888,27777.777777777777,61836.11111111111,1861111.111111111,0,1290958.3333333333,0,14808.333333333332
