NUTS2,forest residues,industry wood residues,landscape care,manureslurry,municipal solid waste,not included,straw
UKJ1,27.4176,4.041,0.0,47.4084,0.0,36.2898,102.5496
UKJ2,27.4104,4.2192,10.1988,47.2572,0.0,36.159,102.5568
UKJ3,27.4104,4.0374,10.1988,47.25,0.0,36.2304,100.854
UKJ4,27.4104,4.0374,10.1988,47.235600000000005,0.0,36.231,99.35640000000001
UKK1,27.4176,4.221,10.1988,45.0936,0.0,36.65880000000001,96.084
UKK2,27.4176,4.0392,0.0,45.0864,0.0,36.5796,95.0616
UKK3,27.370800000000003,4.0284,8.964,44.7012,0.0,36.5256,93.3948
UKK4,27.4104,4.0392,8.964,45.064800000000005,0.0,36.549600000000005,92.1384
UKL1,27.4176,4.2192,8.964,43.412400000000005,0.0,38.4192,93.7116
UKL2,27.3636,4.2048000000000005,8.964,43.4772,0.0,38.494800000000005,97.578
UKM2,27.424800000000005,4.581,8.964,45.3168,0.0,30.8514,55.6056
UKM3,27.4176,4.401000000000001,8.964,45.327600000000004,0.0,30.801,82.42920000000001
UKM5,27.4176,4.2192,8.964,45.306,0.0,30.910800000000005,81.2412
UKM6,0.0,0.0,8.964,45.36,0.0,24.607799999999997,80.08560000000001
UKN0,23.9112,4.2192,9.18,45.406800000000004,0.0,30.791999999999998,92.34
XK,0.0,0.0,9.18,32.0688,0.2592,79.0518857142857,82.58760000000001
